Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
1003854,Berlin,"Berlin,Berlin,Germany",20226,DE,City,Removal Planned
9041185,Berlin Tegel Airport,"Berlin Tegel Airport,Berlin,Germany",20226,DE,Airport,Active
1003886,Potsdam,"Potsdam,Brandenburg,Germany",20227,DE,City,Active
1023283,Potsdam,"Potsdam,New York,United States",21167,US,City,Active
